# stan_version_major = 2
# stan_version_minor = 22
# stan_version_patch = 1
# model = covid19_model_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = covid19_model.data.R
# init = covid19_model.init.R
# random
#   seed = -1 (Default)
# output
#   file = sampling.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma,alpha0,beta,I0
# Adaptation terminated
# Step size = 0.215957
# Diagonal elements of inverse mass matrix:
# 0.0706014, 0.00454586, 0.0470025, 0.0148182
-233.27,0.995091,0.215957,4,15,0,239.184,0.160406,0.254169,0.00191505,277.146
-231.687,0.998193,0.215957,4,15,0,234.373,0.202396,0.244226,0.00283655,303.912
-230.925,0.999769,0.215957,4,15,0,232.575,0.152007,0.251168,0.00244959,307.628
-232.835,0.969923,0.215957,4,15,0,234.051,0.118323,0.249531,0.00256176,372.927
-233.535,0.984378,0.215957,4,15,0,235.861,0.148419,0.267553,0.00258409,254.146
-232.87,0.998677,0.215957,4,15,0,234.063,0.149087,0.25111,0.00333485,389.848
-234.346,0.783457,0.215957,3,7,0,237.962,0.164602,0.249829,0.00279282,369.192
-231.769,0.949595,0.215957,3,15,0,237.692,0.139899,0.246191,0.00232543,301.464
-232.59,1,0.215957,4,15,0,232.925,0.152382,0.245652,0.00195507,272.043
-233.037,0.946225,0.215957,3,7,0,233.95,0.147831,0.246291,0.00168834,288.234
-233.626,0.981452,0.215957,4,15,0,234.151,0.135583,0.251553,0.00158699,290.758
-233.104,0.988587,0.215957,4,15,0,235.456,0.202635,0.235995,0.00249721,310.568
-230.82,0.994298,0.215957,4,15,0,234.439,0.210153,0.252381,0.00320713,288.017
-229.402,0.909715,0.215957,4,19,0,233.295,0.142575,0.274893,0.00378935,336.74
-230.313,0.981147,0.215957,3,15,0,231.336,0.131547,0.285028,0.00494498,355.547
-230.667,1,0.215957,4,15,0,231.14,0.119702,0.292257,0.00446364,374.85
-230.923,0.987671,0.215957,3,11,0,231.777,0.109568,0.295717,0.00453203,363.665
-231.467,0.927361,0.215957,4,15,0,233.931,0.12912,0.269316,0.00406493,410.346
-231.073,0.998634,0.215957,3,15,0,233.138,0.104899,0.268879,0.00349033,381.507
-230.462,0.914221,0.215957,4,15,0,233.987,0.186588,0.269012,0.00410227,335.987
-230.074,1,0.215957,3,15,0,231.739,0.144157,0.266134,0.00415036,347.559
-231.386,0.992135,0.215957,4,15,0,232.266,0.102055,0.295853,0.00444132,389.342
-229.345,1,0.215957,4,31,0,232.171,0.166706,0.269681,0.00415666,337.554
-230.446,0.899853,0.215957,4,15,0,230.986,0.152313,0.27287,0.00403646,288.988
-229.707,0.974517,0.215957,2,3,0,231.04,0.161588,0.270705,0.00351784,299.073
-230.61,0.998919,0.215957,4,15,0,231.423,0.190039,0.254936,0.0029718,284.9
-231.631,0.982681,0.215957,4,31,0,233.44,0.21911,0.262208,0.00422285,336.156
-229.972,0.998612,0.215957,3,7,0,232.33,0.197987,0.267293,0.00437698,322.059
-230.676,0.89957,0.215957,3,15,0,234.088,0.212906,0.268151,0.00413641,306.094
-231.709,0.989855,0.215957,4,15,0,232.42,0.122029,0.263505,0.00316298,386.05
-230.645,0.974246,0.215957,4,31,0,233.552,0.142245,0.250874,0.00270846,314.943
-229.55,0.993528,0.215957,4,15,0,231.715,0.143159,0.262935,0.00371691,336.685
-232.723,0.856382,0.215957,3,11,0,234.133,0.121179,0.293747,0.00556358,380.655
-230.538,0.903197,0.215957,2,7,0,233.813,0.125097,0.293969,0.004914,386.605
-230.753,0.842521,0.215957,4,15,0,233.334,0.136334,0.258646,0.00289458,292.216
-229.072,0.916182,0.215957,3,15,0,232.813,0.133083,0.273157,0.00393209,336.379
-230.386,0.909156,0.215957,2,7,0,231.673,0.116537,0.276711,0.00368834,319.76
-231.123,0.852441,0.215957,4,15,0,232.359,0.172173,0.264489,0.00391105,278.141
-230.881,0.998412,0.215957,5,31,0,231.41,0.141349,0.281468,0.00478715,323.212
-229.36,0.864472,0.215957,3,11,0,233.083,0.145868,0.278822,0.00445937,357.845
-230.191,0.984747,0.215957,4,15,0,230.65,0.144971,0.289184,0.00516523,372.165
-231.286,0.832231,0.215957,4,15,0,232.464,0.0954772,0.287771,0.00434407,398.041
-229.731,0.999892,0.215957,4,15,0,231.802,0.167842,0.282607,0.00472924,331.281
-230.191,0.997965,0.215957,4,15,0,231.034,0.112462,0.273881,0.00334555,351.327
-230.186,0.825754,0.215957,4,15,0,233.328,0.204306,0.263063,0.00399863,314.032
-229.696,0.977566,0.215957,3,15,0,232.042,0.184667,0.269348,0.003886,293.738
-230.611,0.99278,0.215957,4,23,0,232.711,0.193007,0.262631,0.00358061,268.627
-231.349,0.909659,0.215957,4,15,0,233.65,0.238008,0.261435,0.00406682,274.809
-232.124,0.973428,0.215957,3,7,0,232.327,0.242233,0.263997,0.00426269,266.674
-232.367,0.970936,0.215957,4,31,0,233.411,0.100455,0.264651,0.00253386,341.358
-230.494,1,0.215957,4,15,0,232.762,0.121154,0.259914,0.00303274,337.704
-231.696,0.988943,0.215957,4,15,0,233.289,0.118303,0.265808,0.00243048,306.812
-231.295,0.983007,0.215957,3,15,0,234.933,0.224872,0.253613,0.00337654,268.236
-231.717,0.89052,0.215957,4,15,0,233.374,0.210682,0.260882,0.00419131,277.199
-234.222,0.873741,0.215957,4,31,0,235.55,0.0966616,0.29341,0.00351288,381.742
-231.068,0.982936,0.215957,4,15,0,235.21,0.146119,0.289915,0.00467628,367.646
-230.82,0.989045,0.215957,2,3,0,231.474,0.134621,0.284286,0.0050225,350.848
-230.664,1,0.215957,2,3,0,231.132,0.140249,0.288389,0.00430291,345.976
-229.502,1,0.215957,2,3,0,230.548,0.134519,0.286882,0.00465527,343.711
-230.674,0.95371,0.215957,3,7,0,230.993,0.137735,0.28104,0.00492487,398.677
-230.661,0.820522,0.215957,4,23,0,233.102,0.143244,0.284805,0.00466561,384.313
-230.297,0.946433,0.215957,4,15,0,235.382,0.15719,0.274299,0.00408622,287.245
-230.165,0.878779,0.215957,3,11,0,233.649,0.146612,0.259622,0.0027663,305.633
-229.938,0.98246,0.215957,4,15,0,231.001,0.139243,0.257436,0.00321763,333.189
-229.273,0.91737,0.215957,4,15,0,231.307,0.167267,0.264245,0.00353901,308.442
-230.497,0.982707,0.215957,3,15,0,232.184,0.135253,0.264137,0.00395148,373.876
-230.478,0.837157,0.215957,4,15,0,232.541,0.11753,0.276594,0.00324142,331.998
-230.813,0.906919,0.215957,3,15,0,234.182,0.149237,0.258378,0.00355214,367.647
-231.911,0.997874,0.215957,4,15,0,233.224,0.104933,0.267137,0.00264819,355.071
-232.901,0.961782,0.215957,3,7,0,233.539,0.104076,0.268485,0.00253668,365.388
-232.577,0.892967,0.215957,2,7,0,236.681,0.130799,0.267177,0.00278724,354.046
-230.268,0.984962,0.215957,3,7,0,232.558,0.129378,0.263313,0.00292348,336.135
-229.842,0.9619,0.215957,3,7,0,230.812,0.13454,0.263855,0.00301441,325.049
-233.324,0.850332,0.215957,4,15,0,235.09,0.219627,0.247639,0.00248574,275.15
-233.982,0.994109,0.215957,3,7,0,234.149,0.195137,0.239035,0.00250022,254.328
-231.811,0.994831,0.215957,4,15,0,234.879,0.157904,0.25148,0.00231272,309.256
-232.718,0.967812,0.215957,3,11,0,234.509,0.166124,0.252168,0.0021764,299.609
-231.318,0.991421,0.215957,3,11,0,233.772,0.165685,0.250833,0.00339501,301.816
-234.62,0.885414,0.215957,3,15,0,235.859,0.167516,0.255343,0.00321676,384.365
-232.093,0.953778,0.215957,3,7,0,236.671,0.15128,0.263258,0.00330095,366.947
-232.415,0.968832,0.215957,4,15,0,234.296,0.143955,0.252351,0.00365446,378.586
-230.185,0.942871,0.215957,3,15,0,235.846,0.135105,0.27458,0.00336615,329.445
-232.487,0.992045,0.215957,4,31,0,234.499,0.172479,0.241114,0.00212508,303.285
-232.413,1,0.215957,2,3,0,232.531,0.172793,0.241203,0.00215117,303.413
-230.648,0.974308,0.215957,4,23,0,237.299,0.194275,0.268754,0.00475701,334.504
-229.349,1,0.215957,3,7,0,230.759,0.151894,0.274973,0.00437748,320.809
-229.462,0.982707,0.215957,4,15,0,230.276,0.137066,0.269221,0.00403491,354.883
-230.463,0.979295,0.215957,3,15,0,231.701,0.136655,0.253708,0.00293658,330.652
-230.494,0.98036,0.215957,4,15,0,231.578,0.169776,0.285691,0.00527404,349.561
-230.263,0.999238,0.215957,4,15,0,231.157,0.142623,0.259533,0.00276005,292.706
-229.672,0.988532,0.215957,4,23,0,232.412,0.134759,0.262161,0.00318252,315.421
-230.346,0.982065,0.215957,4,31,0,232.006,0.107228,0.282546,0.0043246,381.251
-231.301,0.928466,0.215957,4,15,0,233.719,0.119761,0.300402,0.0049217,366.373
-229.5,0.99534,0.215957,4,23,0,233.273,0.169995,0.257965,0.00352178,310.804
-230.193,0.934339,0.215957,4,15,0,230.741,0.144982,0.262657,0.00285134,310.078
-230.458,0.986266,0.215957,4,31,0,231.336,0.186678,0.261373,0.00319286,283.924
-229.756,0.954271,0.215957,3,15,0,233.254,0.129678,0.268109,0.00364667,321.485
-229.315,0.95073,0.215957,2,7,0,230.502,0.138301,0.268429,0.00361885,312.926
-230.233,0.959567,0.215957,4,15,0,231.1,0.176542,0.272227,0.00369153,288.032
-229.899,0.998832,0.215957,4,31,0,230.956,0.166515,0.254296,0.00311293,312.869
-230.448,0.966906,0.215957,4,31,0,231.649,0.201442,0.275174,0.00440132,296.654
-231.474,0.885321,0.215957,4,23,0,234.05,0.151187,0.291664,0.00475597,362.679
-230.495,0.744211,0.215957,2,3,0,233.091,0.151987,0.288335,0.0053311,361.193
-231.114,0.982159,0.215957,4,15,0,233.569,0.154959,0.284155,0.00446872,289.452
-231.937,0.781298,0.215957,3,15,0,235.28,0.128335,0.288159,0.00385715,297.76
-229.451,1,0.215957,3,7,0,232.665,0.125403,0.274779,0.00361039,324.663
-229.454,0.990991,0.215957,4,15,0,230.434,0.13789,0.27824,0.00445775,367.717
-229.382,0.952341,0.215957,4,23,0,231.436,0.152545,0.266707,0.00400187,346.922
-231.053,0.987032,0.215957,4,19,0,231.968,0.107014,0.297603,0.00502682,387.94
-230.128,0.885016,0.215957,4,15,0,232.691,0.110454,0.275493,0.00388848,363.407
-230.016,1,0.215957,3,7,0,230.234,0.110119,0.276711,0.00388147,366.783
-228.937,0.84432,0.215957,4,15,0,232.012,0.155037,0.26923,0.0039455,322.632
-229.098,0.975307,0.215957,2,3,0,229.155,0.153006,0.267933,0.00396883,321.667
-230.28,0.997212,0.215957,4,31,0,230.923,0.122648,0.29242,0.0049791,360.332
-230.317,0.966594,0.215957,4,31,0,232.295,0.188159,0.280661,0.00476466,323.965
-233.641,0.896164,0.215957,5,31,0,234.52,0.219071,0.287188,0.00562738,362.015
-231.07,0.989616,0.215957,3,7,0,234.446,0.193432,0.275298,0.00484383,355.513
-230.526,1,0.215957,4,15,0,231.76,0.130812,0.265643,0.0029073,293.702
-230.718,0.882821,0.215957,3,7,0,232.132,0.144684,0.262293,0.00266936,305.304
-230.244,0.97662,0.215957,4,31,0,231.859,0.1938,0.262284,0.0035649,304.613
-230.906,0.987949,0.215957,5,31,0,231.598,0.157359,0.272476,0.00483705,367.39
-230.883,0.987351,0.215957,5,31,0,233.659,0.10367,0.281855,0.00364248,375.978
-230.052,0.996757,0.215957,5,31,0,231.13,0.116159,0.278726,0.00406776,386.204
-230.173,0.911272,0.215957,3,15,0,231.754,0.139841,0.270866,0.00386967,371.395
-229.335,0.99805,0.215957,3,7,0,230.431,0.132684,0.275031,0.00403733,325.705
-230.318,0.853372,0.215957,3,15,0,233.208,0.156696,0.265247,0.00300959,283.271
-231.816,0.914443,0.215957,4,31,0,235.523,0.151592,0.273721,0.00301222,283.037
-231.43,1,0.215957,3,7,0,232.697,0.13198,0.266066,0.00306772,281.275
-230.881,0.999833,0.215957,4,15,0,232.095,0.155447,0.262311,0.0027054,294.492
-231.209,0.967167,0.215957,4,31,0,234.371,0.139474,0.266464,0.00434933,364.392
-231.398,0.988869,0.215957,4,15,0,232.914,0.186095,0.261766,0.00324549,258.022
-229.859,0.993973,0.215957,3,7,0,231.729,0.185766,0.255585,0.00333236,297.538
-230.355,0.921725,0.215957,3,15,0,232.923,0.142834,0.264093,0.00379612,372.645
-230.475,0.972738,0.215957,2,3,0,230.66,0.140146,0.262876,0.0038978,372.809
-229.626,0.949979,0.215957,3,15,0,232.206,0.125606,0.275391,0.00353752,338.74
-230.016,0.992238,0.215957,4,15,0,230.655,0.147893,0.283304,0.00483561,374.617
-229.562,0.913364,0.215957,4,31,0,231.825,0.163346,0.270465,0.00386466,290.694
-229.674,0.927783,0.215957,3,11,0,230.547,0.168473,0.264508,0.00357652,323.666
-231.573,0.921138,0.215957,3,7,0,232.131,0.20945,0.264956,0.0037441,312.451
-231.295,0.977573,0.215957,3,7,0,232.227,0.162688,0.265337,0.00415637,297.348
-230.681,1,0.215957,3,11,0,234.093,0.199912,0.262022,0.00383579,324.353
-229.96,0.999321,0.215957,3,7,0,230.845,0.178415,0.264469,0.00419591,307.623
-230.414,0.733196,0.215957,2,7,0,233.851,0.207633,0.266327,0.00453778,314.204
-230.147,0.946829,0.215957,4,15,0,232.095,0.140082,0.256301,0.00284643,306.515
-230.848,0.996287,0.215957,4,15,0,231.153,0.173213,0.248891,0.00274789,279.793
-230.576,0.99111,0.215957,4,15,0,231.561,0.201898,0.253186,0.00327244,299.686
-233.433,0.988847,0.215957,3,15,0,233.67,0.240986,0.243468,0.0030835,252.048
-230.71,0.96136,0.215957,4,15,0,234.658,0.127099,0.256971,0.0027808,314.283
-229.332,0.996784,0.215957,4,15,0,232.368,0.149962,0.273308,0.00379059,329.93
-229.844,0.970513,0.215957,4,15,0,230.811,0.170808,0.28011,0.00435555,305.957
-230.526,0.992933,0.215957,4,15,0,231.201,0.175456,0.272498,0.0046131,363.467
-230.083,0.998794,0.215957,4,15,0,230.96,0.151614,0.284209,0.00449684,305.37
-230.677,0.958704,0.215957,4,23,0,231.433,0.200287,0.258487,0.00379602,327.167
-230.677,0.977725,0.215957,4,15,0,232.368,0.223581,0.266957,0.00430062,299.168
-231.568,0.837232,0.215957,4,15,0,234.252,0.0929203,0.287005,0.00393202,388.428
-229.477,0.88546,0.215957,4,15,0,233.154,0.154981,0.267817,0.00364879,333.849
-229.343,0.996487,0.215957,4,23,0,230.097,0.156763,0.261359,0.00356366,310.053
-229.228,0.997465,0.215957,4,15,0,230.202,0.158364,0.27023,0.00426675,338.079
-229.275,0.992721,0.215957,3,15,0,230.631,0.166201,0.26996,0.00431003,326.695
-229.327,0.958431,0.215957,3,15,0,229.918,0.142598,0.26814,0.0039654,330.935
-229.72,1,0.215957,4,15,0,230.476,0.142818,0.258754,0.00300312,313.964
-231.291,0.95783,0.215957,4,15,0,232.88,0.192947,0.276334,0.0040966,275.177
-230.768,1,0.215957,3,7,0,231.463,0.186569,0.275501,0.00408426,278.372
-230.758,0.910976,0.215957,3,15,0,232.471,0.166672,0.271687,0.00383601,273.04
-229.351,0.880301,0.215957,3,11,0,232.468,0.174235,0.267632,0.00408807,327.928
-230.101,0.976606,0.215957,4,15,0,231.158,0.123005,0.283551,0.00412309,320.921
-232.633,0.784572,0.215957,3,7,0,234.299,0.119527,0.288258,0.0034326,322.487
-233.81,0.95488,0.215957,3,15,0,235.592,0.108476,0.292062,0.00446577,315.324
-233.227,0.943842,0.215957,3,7,0,236.865,0.110803,0.283199,0.0049922,388.153
-232.229,1,0.215957,3,7,0,233.216,0.132363,0.289845,0.00416581,370.953
-230.945,0.960165,0.215957,4,19,0,234.723,0.159917,0.257813,0.0025557,284.541
-231.909,0.960029,0.215957,4,15,0,234.442,0.179935,0.291004,0.00573378,362.551
-231.718,0.698625,0.215957,4,15,0,234.331,0.0962306,0.284761,0.00428508,379.826
-230.975,0.999577,0.215957,2,7,0,232.411,0.101704,0.282799,0.00432348,385.926
-229.967,0.968359,0.215957,4,15,0,231.914,0.152282,0.280597,0.00451539,306.706
-229.705,0.989003,0.215957,4,15,0,230.667,0.150048,0.274803,0.00424618,361.871
-229.162,0.966311,0.215957,4,15,0,232.041,0.13838,0.267113,0.00345972,323.284
-230.162,0.958796,0.215957,3,15,0,230.846,0.195234,0.272886,0.00475318,321.117
-229.601,0.98548,0.215957,4,15,0,230.78,0.142503,0.279835,0.00434875,314.153
-229.787,0.978542,0.215957,4,23,0,230.643,0.166125,0.256964,0.0035318,329.373
-229.505,0.992567,0.215957,4,31,0,231.179,0.127571,0.284255,0.00417,336.574
-229.245,0.932595,0.215957,4,15,0,230.74,0.146354,0.281037,0.00462632,344.433
-229.627,0.872478,0.215957,2,3,0,229.922,0.150409,0.283447,0.00451316,346.573
-230.04,0.994495,0.215957,4,15,0,230.599,0.128687,0.282309,0.00376071,327.742
-230.579,0.965359,0.215957,3,11,0,231.514,0.126633,0.280081,0.00443435,402.582
-229.841,0.95704,0.215957,4,31,0,233.77,0.18717,0.260098,0.00353048,284.178
-229.149,0.972473,0.215957,3,15,0,231.133,0.15575,0.266549,0.00361126,302.742
-229.788,0.840466,0.215957,4,15,0,233.795,0.146548,0.272399,0.00422462,315.082
-229.584,0.992773,0.215957,3,15,0,230.643,0.137289,0.263233,0.00309254,313.52
-230.43,0.992864,0.215957,4,15,0,231.503,0.152195,0.260261,0.0028082,281.023
-234.658,0.67203,0.215957,2,3,0,235.28,0.154921,0.273491,0.0025551,288.906
-230.592,0.964988,0.215957,3,7,0,236.023,0.139117,0.253852,0.00303278,316.369
-230.612,0.746909,0.215957,4,23,0,235.531,0.166789,0.279918,0.00412189,327.886
-231.902,0.987184,0.215957,4,15,0,233.306,0.178117,0.252192,0.00234357,274.625
-230.224,0.970119,0.215957,4,31,0,233.943,0.211066,0.264478,0.00399453,295.802
-229.737,0.907868,0.215957,4,15,0,232.015,0.12887,0.275737,0.00361741,346.424
-230.089,0.977052,0.215957,4,15,0,232.821,0.112207,0.286366,0.00450687,388.637
-229.678,0.977289,0.215957,4,15,0,231.074,0.131689,0.287881,0.00483196,355.408
-229.779,0.994968,0.215957,4,15,0,230.542,0.117542,0.276145,0.00395074,374.608
-228.987,0.994778,0.215957,3,15,0,230.744,0.151218,0.272677,0.00413444,337.187
-229,0.805419,0.215957,3,15,0,230.946,0.140742,0.269036,0.00371442,329.058
-229.314,0.968867,0.215957,4,31,0,232.535,0.135856,0.268942,0.00343568,312.865
-229.786,0.998981,0.215957,4,15,0,229.939,0.12661,0.267361,0.00311296,325.368
-229.414,0.955568,0.215957,4,15,0,230.656,0.172921,0.263377,0.00349699,301.518
-229.446,0.984048,0.215957,3,11,0,230.12,0.155517,0.262128,0.00364433,309.216
-229.218,0.991136,0.215957,4,15,0,230.259,0.170058,0.273552,0.00434537,325.547
-229.124,0.989215,0.215957,5,31,0,230.692,0.142934,0.268203,0.00386282,341.172
-230.039,0.835244,0.215957,3,15,0,231.156,0.129096,0.271662,0.00407884,335.086
-229.924,0.746727,0.215957,2,3,0,232.643,0.140308,0.271767,0.00335754,327.485
-229.495,0.933286,0.215957,2,7,0,232.08,0.130361,0.272586,0.00350345,313.477
-229.647,0.897669,0.215957,4,23,0,231.845,0.134456,0.285662,0.00432806,325.773
-229.939,0.990925,0.215957,4,31,0,233.965,0.134352,0.27623,0.00364199,300.311
-231.628,0.978902,0.215957,3,15,0,232.162,0.135299,0.266604,0.00426068,405.36
-230.406,0.809479,0.215957,4,15,0,233.486,0.137613,0.272148,0.00340624,345.231
-230.999,0.962979,0.215957,3,15,0,233.098,0.155,0.260565,0.00382208,304.145
-230.671,0.932295,0.215957,4,19,0,233.552,0.117582,0.28326,0.00380415,367.905
-230.866,0.975459,0.215957,2,3,0,231.457,0.105064,0.276839,0.00400711,368.284
-235.064,0.867394,0.215957,4,15,0,236.083,0.0891308,0.293441,0.00371473,433.368
-232.201,0.947397,0.215957,2,3,0,237.284,0.089013,0.286528,0.0040203,422.209
-229.632,0.957406,0.215957,4,23,0,233.774,0.154155,0.285172,0.00481837,331.637
-229.365,0.996303,0.215957,5,31,0,229.935,0.171623,0.274925,0.00453641,326.871
-232.733,0.795934,0.215957,4,15,0,235.134,0.093074,0.292957,0.0041779,356.497
-230.785,0.997438,0.215957,3,7,0,233.075,0.129394,0.285956,0.00505832,407.187
-229.596,0.998866,0.215957,4,31,0,231.697,0.171921,0.256845,0.00348595,310.747
-229.332,0.99776,0.215957,4,15,0,229.91,0.170882,0.270156,0.00389919,296.774
-230.176,0.965809,0.215957,4,15,0,230.76,0.143734,0.275356,0.00369447,289.129
-230.174,0.991463,0.215957,3,15,0,231.597,0.164692,0.266859,0.00329727,278.666
-231.755,0.967645,0.215957,3,11,0,232.788,0.227461,0.250283,0.00387683,292.24
-233.163,0.90736,0.215957,4,31,0,234.561,0.252367,0.265895,0.00495789,292.92
-234.359,1,0.215957,4,15,0,235.862,0.0893498,0.282213,0.0033105,333.093
-233.045,0.990222,0.215957,3,15,0,236.544,0.178525,0.284877,0.00580148,385.346
-230.695,1,0.215957,4,15,0,233.298,0.164389,0.282249,0.00523784,349.177
-230.556,0.681968,0.215957,3,11,0,233.045,0.152169,0.286618,0.00426347,319.438
-232.047,0.981933,0.215957,4,15,0,233.23,0.112181,0.286014,0.00459465,441.151
-229.792,0.965461,0.215957,4,15,0,233.606,0.137562,0.273165,0.00341238,326.587
-229.702,0.955647,0.215957,3,11,0,231.392,0.142402,0.284624,0.00480573,336.368
-229.439,0.996739,0.215957,3,15,0,230.639,0.156515,0.275261,0.00427312,348.142
-229.524,0.99837,0.215957,3,11,0,230.025,0.13856,0.27793,0.0045863,356.768
-230.787,0.982683,0.215957,3,15,0,232.748,0.190771,0.254567,0.00393487,331.591
-233.146,0.84786,0.215957,4,15,0,234.287,0.237899,0.268802,0.00380214,266.1
-233.765,0.966658,0.215957,4,15,0,236.207,0.0892287,0.271864,0.00364122,391.934
-233.174,0.983643,0.215957,4,15,0,235.281,0.175525,0.293328,0.00489029,346.529
-232.046,0.961759,0.215957,4,15,0,234.815,0.122766,0.265626,0.00299768,376.702
-232.277,0.971972,0.215957,4,31,0,233.699,0.188209,0.265514,0.00297967,277.589
-229.913,0.972178,0.215957,4,23,0,236.674,0.130425,0.28462,0.00469745,340.711
-229.408,0.995272,0.215957,4,23,0,231.479,0.148589,0.280689,0.00416919,328.235
-229.542,0.885562,0.215957,2,3,0,230.874,0.14338,0.277071,0.00447852,329.92
-230.101,0.999471,0.215957,4,31,0,231.028,0.207284,0.259358,0.0037781,291.445
-229.803,0.977078,0.215957,4,15,0,233.585,0.169459,0.275468,0.00474268,348.346
-229.65,0.982658,0.215957,4,15,0,229.983,0.165206,0.276812,0.00475303,345.44
-229.411,0.988332,0.215957,3,11,0,230.264,0.13859,0.278153,0.00386492,312.139
-230.119,0.888551,0.215957,3,11,0,231.494,0.135764,0.277762,0.00424919,312.422
-231.126,0.999339,0.215957,4,15,0,231.927,0.135642,0.258896,0.00283372,349.536
-234.934,0.882266,0.215957,3,7,0,236.951,0.136261,0.253326,0.00260572,391.147
-230.814,0.991609,0.215957,4,15,0,236.285,0.162138,0.263858,0.00300304,269.893
-232.069,0.992071,0.215957,4,15,0,233.325,0.114306,0.259984,0.00327972,399.049
-231.235,0.91039,0.215957,4,23,0,234.883,0.19286,0.259819,0.00301462,268.144
-230.148,0.998403,0.215957,4,15,0,232.524,0.158968,0.25331,0.00287279,293.723
-233.968,0.751148,0.215957,2,7,0,235.232,0.172534,0.248412,0.00230587,328.038
-231.212,0.985803,0.215957,4,15,0,234.538,0.156847,0.249086,0.00233192,300.106
-235.578,0.994818,0.215957,5,31,0,236.851,0.190828,0.230132,0.00133966,262.904
-230.565,0.985739,0.215957,4,23,0,237.964,0.10505,0.277344,0.00352954,347.965
-231.003,0.97936,0.215957,4,15,0,232.247,0.152394,0.294227,0.00521815,367.069
-230.167,0.925683,0.215957,2,7,0,232.294,0.13775,0.292273,0.00481901,353.611
-229.262,0.988067,0.215957,4,15,0,230.703,0.138399,0.27215,0.00364682,335.989
-230.713,0.981856,0.215957,3,7,0,231.134,0.138767,0.263344,0.00394637,380.052
-232.193,0.755077,0.215957,3,7,0,233.2,0.149669,0.26418,0.0036759,389.248
-229.174,0.999018,0.215957,3,15,0,232.44,0.131025,0.280029,0.00420984,336.289
-230.352,0.982163,0.215957,4,15,0,231.605,0.196172,0.260112,0.0041598,329.489
-232.185,0.868126,0.215957,3,7,0,233.227,0.209894,0.24872,0.00386906,339.102
-231.996,0.962388,0.215957,2,3,0,232.462,0.213583,0.250725,0.00378828,338.362
-230.734,0.810205,0.215957,3,7,0,234.364,0.159466,0.265947,0.00302499,274.04
-230.101,0.976996,0.215957,3,7,0,231.707,0.173336,0.262115,0.00315624,281.645
-231.86,0.894948,0.215957,3,7,0,232.585,0.180927,0.263647,0.002862,267.697
-232.042,0.911673,0.215957,3,7,0,235.034,0.14584,0.263696,0.00279767,263.269
-233.394,0.917318,0.215957,3,15,0,234.328,0.143853,0.263691,0.00300396,257.4
-230.22,1,0.215957,2,3,0,233.656,0.161821,0.261721,0.00302637,278.501
-232.45,0.991458,0.215957,4,15,0,232.705,0.150414,0.239203,0.00218494,311.066
-232.416,0.999364,0.215957,4,15,0,233.67,0.155014,0.239268,0.00206921,303.944
-232.081,0.974203,0.215957,4,15,0,233.734,0.195386,0.244241,0.00262806,262.981
-230.998,0.99787,0.215957,4,15,0,233.32,0.219352,0.250393,0.00360683,303.689
-232.133,0.922355,0.215957,3,15,0,235.198,0.194788,0.253877,0.0039103,359.951
-234.581,0.78527,0.215957,4,15,0,238.266,0.200894,0.256418,0.00258887,234.24
-233.839,0.959014,0.215957,3,7,0,235.704,0.191632,0.250999,0.00283562,241.401
-231.993,0.976023,0.215957,3,7,0,234.471,0.202777,0.254802,0.00282948,256.55
-231.45,0.967056,0.215957,4,15,0,233.305,0.188472,0.244767,0.00284258,313.956
-232.205,0.996034,0.215957,4,15,0,233.172,0.203501,0.247145,0.00263528,256.64
-230.639,0.987025,0.215957,4,15,0,233.592,0.106076,0.272573,0.00370287,375.553
-229.686,0.997673,0.215957,4,15,0,231.026,0.125409,0.275469,0.00349555,335.516
-230.789,0.991119,0.215957,4,15,0,231.88,0.213408,0.256083,0.00368109,311.307
-230.398,0.916479,0.215957,3,7,0,231.698,0.204629,0.255615,0.00369071,312.543
-230.171,0.985997,0.215957,4,15,0,232.102,0.189017,0.2664,0.00395807,279.9
-230.372,0.951864,0.215957,4,15,0,231.403,0.120697,0.261563,0.00314743,351.809
-230.146,0.999359,0.215957,4,15,0,230.601,0.199895,0.273606,0.00461892,305.525
-230.906,0.64673,0.215957,4,23,0,235.426,0.103426,0.279261,0.00343942,365.659
-231.154,0.999,0.215957,4,15,0,232.067,0.154842,0.29211,0.00547524,383.275
-229.407,0.98229,0.215957,4,15,0,231.551,0.148364,0.282092,0.00473673,339.761
-231.909,0.877404,0.215957,4,31,0,233.037,0.203394,0.281821,0.00535305,311.65
-229.846,1,0.215957,4,15,0,233.282,0.193503,0.265854,0.00387763,305.762
