# stan_version_major = 2
# stan_version_minor = 22
# stan_version_patch = 1
# model = covid19_model_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = covid19_model.data.R
# init = covid19_model.init.R
# random
#   seed = -1 (Default)
# output
#   file = sampling.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma,alpha0,beta,I0
# Adaptation terminated
# Step size = 0.215957
# Diagonal elements of inverse mass matrix:
# 0.0706014, 0.00454586, 0.0470025, 0.0148182
-232.519,0.994571,0.215957,4,15,0,233.434,0.096862,0.299155,0.00498951,451.259
-230.514,0.987033,0.215957,4,15,0,234.23,0.144842,0.277066,0.00363601,286.225
-232.483,0.92873,0.215957,3,7,0,233.22,0.131539,0.280954,0.00355537,277.463
-229.294,1,0.215957,3,7,0,233.11,0.174243,0.271944,0.00411715,303.896
-229.111,0.984458,0.215957,4,15,0,230.021,0.14031,0.277888,0.00408967,340.455
-229.746,0.998047,0.215957,3,11,0,230.116,0.116891,0.27593,0.00403876,369.42
-229.691,0.982334,0.215957,4,15,0,230.481,0.144812,0.286775,0.00460171,326.17
-230.536,0.990001,0.215957,4,15,0,231.851,0.102855,0.284806,0.00399728,365.646
-230.048,0.961946,0.215957,2,7,0,231.28,0.118728,0.283621,0.0039711,363.227
-230.249,0.974029,0.215957,4,15,0,231.373,0.142724,0.282501,0.00502244,377.826
-231.314,0.824729,0.215957,4,31,0,234.402,0.184416,0.271164,0.00393761,265.462
-230.778,0.962275,0.215957,4,15,0,232.374,0.160557,0.26959,0.00416764,373.362
-230.966,0.977503,0.215957,3,15,0,232.429,0.13878,0.27621,0.00416276,390.339
-229.567,0.997786,0.215957,4,31,0,231.715,0.153114,0.268723,0.00342647,317.068
-229.764,0.997045,0.215957,3,7,0,230.321,0.153638,0.265465,0.00327042,287.283
-229.86,0.978132,0.215957,3,15,0,231.748,0.175473,0.255743,0.00354219,321.77
-230.544,0.997464,0.215957,4,15,0,230.9,0.122152,0.268448,0.00284558,315.725
-230.546,0.966815,0.215957,4,31,0,232.395,0.124503,0.275273,0.00448532,392.065
-231.436,0.862938,0.215957,3,7,0,232.566,0.127566,0.295031,0.00482761,322.977
-232.118,0.95112,0.215957,2,3,0,232.397,0.129307,0.299547,0.00469779,329.769
-231.574,0.927643,0.215957,4,31,0,233.924,0.184105,0.249475,0.00248875,287.798
-230.899,0.970707,0.215957,4,31,0,233.524,0.167832,0.284944,0.00529603,333.419
-232.5,0.361977,0.215957,4,15,0,234.262,0.1214,0.267178,0.00261413,351.213
-230.917,0.988798,0.215957,4,15,0,233.213,0.132702,0.25707,0.00246241,317.715
-230.506,0.934328,0.215957,2,7,0,232.345,0.148705,0.261863,0.00275565,305.595
-231.814,0.96499,0.215957,3,15,0,235.605,0.109034,0.28728,0.00365713,320.34
-229.917,1,0.215957,3,7,0,232.428,0.118168,0.287521,0.00428688,343.682
-229.001,0.997127,0.215957,4,15,0,230.333,0.155346,0.271149,0.00414111,332.708
-230.334,0.879903,0.215957,3,7,0,232.606,0.162767,0.28648,0.00465751,308.891
-229.977,0.998792,0.215957,4,15,0,230.539,0.127968,0.264192,0.00353496,361.041
-231.183,0.98389,0.215957,3,7,0,231.278,0.129137,0.259188,0.00343139,381.812
-230.287,0.985016,0.215957,4,23,0,232.535,0.137891,0.259014,0.00268325,310.057
-230.394,0.94208,0.215957,2,7,0,231.181,0.135646,0.256633,0.00280459,304.865
-230.562,0.941781,0.215957,4,31,0,231.368,0.179614,0.269358,0.00465435,320.09
-229.331,1,0.215957,4,15,0,232.42,0.177004,0.264007,0.00384104,316.651
-229.802,0.992002,0.215957,3,7,0,229.919,0.16807,0.272966,0.00379138,289.328
-230.633,0.991223,0.215957,4,15,0,231.371,0.22555,0.261106,0.00413172,299.483
-231.609,0.921251,0.215957,4,15,0,233.285,0.210863,0.274251,0.00473274,281.978
-229.777,1,0.215957,4,15,0,232.454,0.17337,0.277052,0.00475892,343.279
-229.654,0.963368,0.215957,4,15,0,231.054,0.152151,0.286215,0.00473044,330.954
-229.654,0.827747,0.215957,2,3,0,230.715,0.152151,0.286215,0.00473044,330.954
-229.781,0.953077,0.215957,4,15,0,231.637,0.157283,0.259054,0.003677,338.775
-229.155,0.988927,0.215957,3,15,0,231.978,0.165904,0.274571,0.00421048,312.526
-230.072,0.978659,0.215957,3,7,0,230.941,0.177409,0.280717,0.00454834,302.71
-230.019,0.927428,0.215957,4,15,0,232.049,0.120433,0.27504,0.00417074,384.772
-230.564,0.929209,0.215957,4,31,0,232.115,0.122971,0.260385,0.00333901,350.424
-231.732,0.80993,0.215957,4,23,0,234.309,0.176769,0.253853,0.00319956,343.825
-233.15,0.97759,0.215957,4,31,0,234.952,0.12557,0.296546,0.00523864,325.801
-233.075,1,0.215957,4,15,0,234.58,0.156931,0.248091,0.00292227,370.859
-231.317,0.99132,0.215957,4,15,0,234.347,0.199307,0.26551,0.00336518,277.429
-232.844,0.972637,0.215957,3,15,0,234.273,0.161716,0.250259,0.00292468,362.273
-231.693,0.991268,0.215957,2,3,0,233.105,0.153185,0.249422,0.00300387,356.911
-230.915,0.99927,0.215957,4,15,0,232.151,0.139578,0.288615,0.00470702,309.801
-230.4,0.829868,0.215957,4,15,0,232.504,0.121224,0.266856,0.00338311,319.477
-229.226,0.990448,0.215957,4,15,0,230.659,0.159522,0.262833,0.00346006,314.941
-230.476,0.794257,0.215957,2,7,0,231.819,0.153763,0.261126,0.00378913,307.442
-230.708,0.994907,0.215957,4,15,0,232.064,0.13684,0.274322,0.00465215,390.605
-229.532,0.914843,0.215957,3,15,0,232.176,0.169338,0.279043,0.0044658,325.014
-229.552,0.999504,0.215957,4,15,0,230.203,0.132053,0.286324,0.00444295,352.43
-230.638,0.978146,0.215957,3,11,0,232.882,0.136329,0.284255,0.00511976,390.309
-231.578,0.92575,0.215957,3,15,0,232.604,0.165711,0.279735,0.00481872,388.137
-231.025,0.96944,0.215957,3,11,0,232.166,0.129711,0.287289,0.00384388,317.866
-230.524,0.999682,0.215957,4,15,0,231.567,0.198654,0.256022,0.00392546,325.745
-230.985,0.959796,0.215957,3,15,0,232.17,0.151257,0.281575,0.00389377,285.379
-231.141,0.924346,0.215957,4,15,0,234.196,0.133884,0.279394,0.0039021,289.704
-230.046,0.947481,0.215957,3,15,0,233.73,0.165803,0.269689,0.00363307,279.609
-230.675,0.955704,0.215957,4,15,0,231.324,0.152228,0.272169,0.00473511,367.951
-230.886,0.999965,0.215957,3,11,0,232.094,0.173948,0.265764,0.00405944,361.108
-231.508,0.998828,0.215957,4,23,0,232.668,0.175398,0.255483,0.00280576,259.489
-232.201,0.953605,0.215957,3,15,0,235.675,0.118584,0.268509,0.00246402,294.352
-232.9,0.968085,0.215957,3,7,0,234.494,0.125446,0.275076,0.00267551,283.52
-229.735,0.98761,0.215957,3,15,0,234.426,0.13734,0.274042,0.00418411,321.662
-229.226,0.839144,0.215957,4,23,0,233.296,0.158343,0.266299,0.00386352,308.694
-229.17,0.999186,0.215957,4,31,0,229.53,0.140787,0.267574,0.00349787,329.047
-229.462,0.952808,0.215957,4,15,0,229.881,0.129142,0.267443,0.00357544,331.342
-231.348,0.809739,0.215957,2,7,0,233.963,0.111085,0.282877,0.0034316,319.219
-230.664,0.958914,0.215957,4,15,0,233.654,0.126031,0.262617,0.00341716,375.752
-229.923,0.936077,0.215957,4,15,0,231.753,0.147722,0.273465,0.00376478,345.052
-229.437,0.997575,0.215957,3,11,0,231.225,0.125095,0.270289,0.00358628,332.739
-231.523,0.894668,0.215957,3,15,0,233.355,0.144385,0.283698,0.00367903,293.181
-231.296,0.996676,0.215957,4,15,0,232.906,0.165261,0.250406,0.00328328,351.244
-232.957,0.988669,0.215957,3,15,0,235.89,0.140867,0.243158,0.00283011,364.565
-232.466,0.997211,0.215957,3,7,0,233.808,0.132831,0.250454,0.00282511,376.292
-232.187,0.974012,0.215957,3,7,0,233.427,0.12037,0.251821,0.00285091,371.29
-232.673,0.93786,0.215957,4,15,0,234.71,0.174174,0.258178,0.00304639,250.173
-231.428,0.813233,0.215957,2,7,0,236.364,0.166831,0.252302,0.00318071,279.085
-229.305,0.993785,0.215957,4,19,0,231.789,0.13279,0.283431,0.00428022,336.434
-229.818,0.843969,0.215957,4,15,0,231.544,0.122415,0.28849,0.00470593,357
-229.419,1,0.215957,4,31,0,230.419,0.182671,0.263852,0.00378506,307.368
-229.285,0.999801,0.215957,4,31,0,229.949,0.127839,0.28259,0.00439103,355.113
-230.789,0.937046,0.215957,3,7,0,231.25,0.146035,0.291233,0.00454081,317.39
-229.659,1,0.215957,3,7,0,230.865,0.16251,0.271303,0.00427785,352.615
-232.961,0.938929,0.215957,3,15,0,234.214,0.154117,0.248052,0.00355293,376.797
-232.251,0.946062,0.215957,4,15,0,235.014,0.109104,0.282638,0.00321667,311.441
-231.546,0.714652,0.215957,2,3,0,236.75,0.113891,0.276888,0.0032739,302.922
-232.613,0.95846,0.215957,4,15,0,233.648,0.21387,0.245136,0.00327203,330.82
-230.689,0.965546,0.215957,3,7,0,233.956,0.192862,0.249738,0.00292018,283.367
-232.239,0.875214,0.215957,2,3,0,232.287,0.205939,0.250659,0.00271683,289.628
-230.331,0.983263,0.215957,5,31,0,233,0.137216,0.255776,0.00269167,315.516
-231.367,0.95744,0.215957,4,15,0,233.168,0.191232,0.24435,0.00280547,306.36
-235.32,0.592679,0.215957,2,3,0,236.776,0.20735,0.254237,0.00260829,309.28
-231.853,0.916129,0.215957,2,7,0,236.715,0.213919,0.250159,0.0031353,307.312
-232.286,0.995981,0.215957,4,15,0,233.26,0.208918,0.259355,0.00296554,265.729
-230.439,0.936368,0.215957,3,7,0,233.702,0.17549,0.251512,0.00335623,299.733
-230.121,0.930743,0.215957,4,19,0,232.29,0.112003,0.278711,0.00361742,336.799
-231.613,0.849522,0.215957,4,15,0,233.275,0.160024,0.290296,0.00507319,378.051
-230.311,0.803482,0.215957,4,15,0,234.738,0.195922,0.275726,0.00486747,328.089
-229.562,0.994512,0.215957,4,15,0,231.015,0.149238,0.273336,0.00367503,295.811
-230.173,0.986214,0.215957,4,23,0,231.053,0.171551,0.252547,0.00291945,301.354
-229.66,0.876772,0.215957,3,15,0,232.727,0.175832,0.265059,0.00357351,285.34
-229.474,0.99388,0.215957,4,15,0,230.609,0.14641,0.274486,0.00372849,300.267
-232.538,0.937221,0.215957,3,7,0,233.345,0.117965,0.282982,0.00327567,294.747
-229.366,0.964822,0.215957,3,7,0,234.738,0.151796,0.278207,0.00401183,312.409
-229.752,0.962006,0.215957,2,7,0,231.635,0.160653,0.270397,0.00446681,333.097
-229.941,0.869747,0.215957,3,15,0,231.441,0.186989,0.271242,0.00411316,286.908
-230.876,0.636975,0.215957,4,15,0,236.397,0.190742,0.249573,0.00323756,320.174
-231.753,0.939032,0.215957,4,15,0,232.354,0.147621,0.268434,0.00268402,291.931
-235.286,0.915684,0.215957,3,15,0,238.612,0.164183,0.27857,0.00292125,263.28
-232.317,1,0.215957,2,3,0,235.468,0.152616,0.273007,0.00332968,261.134
-231.426,0.98635,0.215957,4,15,0,235.823,0.200127,0.25969,0.00324472,258.534
-231.873,0.973234,0.215957,2,3,0,231.976,0.204668,0.261037,0.00313977,259.407
-231.292,1,0.215957,2,3,0,231.909,0.198393,0.260383,0.00322072,261.186
-230.154,0.998746,0.215957,4,15,0,231.9,0.167322,0.251299,0.00293292,302.349
-230.677,0.981088,0.215957,4,15,0,231.319,0.159747,0.265046,0.0031601,270.817
-231.196,0.983577,0.215957,4,31,0,232.875,0.110088,0.275809,0.00406451,416.249
-231.96,0.998173,0.215957,3,7,0,232.48,0.0907306,0.279801,0.00366719,401.243
-229.813,0.977805,0.215957,4,15,0,232.521,0.179569,0.278353,0.00445615,314.765
-229.528,0.997033,0.215957,4,15,0,230.794,0.181576,0.261809,0.00376387,296.126
-230.162,0.926123,0.215957,4,31,0,230.801,0.123053,0.2642,0.00315958,320.549
-230.345,0.966415,0.215957,5,31,0,231.236,0.136965,0.259789,0.00287998,295.451
-231.023,0.993419,0.215957,4,15,0,232.224,0.183764,0.247858,0.00309687,322.955
-232.181,0.975186,0.215957,3,15,0,233.797,0.154454,0.239861,0.00238534,317.412
-230.249,0.991171,0.215957,4,31,0,232.318,0.162427,0.288641,0.00512644,335.992
-230.767,0.996635,0.215957,4,15,0,232.267,0.117636,0.298204,0.00514969,383.336
-229.447,0.874253,0.215957,4,15,0,233.494,0.167804,0.273049,0.00397707,319.096
-229.427,0.999931,0.215957,3,15,0,230.214,0.167273,0.260035,0.00347153,298.89
-229.353,0.97109,0.215957,4,19,0,230.566,0.12921,0.278074,0.004263,340.78
-230.439,0.944021,0.215957,3,7,0,230.915,0.15209,0.289875,0.00469236,339.689
-233.121,0.950381,0.215957,4,15,0,235.716,0.102424,0.257744,0.00267854,391.733
-232.963,0.970722,0.215957,4,15,0,233.769,0.100388,0.257688,0.00272793,372.543
-232.017,0.891186,0.215957,3,13,0,236.166,0.153573,0.253169,0.00324622,372.25
-231.682,0.992993,0.215957,3,15,0,232.658,0.155418,0.24917,0.00342604,352.749
-231.184,0.994565,0.215957,5,31,0,233.961,0.147159,0.265887,0.00382374,383.448
-229.292,0.968447,0.215957,3,15,0,233.167,0.175956,0.272634,0.00433824,316.491
-230.605,0.985691,0.215957,4,15,0,231.945,0.220075,0.262779,0.00433302,311.067
-229.379,0.999421,0.215957,4,15,0,231.466,0.138508,0.282472,0.00427746,322.241
-230.778,0.971394,0.215957,3,7,0,231.174,0.143264,0.270582,0.00429381,392.489
-231.852,0.995988,0.215957,3,15,0,232.798,0.1192,0.269887,0.00419724,421.037
-231.14,0.98951,0.215957,3,15,0,234.622,0.173278,0.270668,0.00466645,377.617
-231.712,0.99681,0.215957,4,19,0,232.21,0.185159,0.266071,0.00464483,374.429
-232.866,0.930282,0.215957,4,15,0,233.549,0.16353,0.267686,0.00338321,252.487
-231.919,0.933539,0.215957,3,15,0,235.134,0.218904,0.26069,0.00328434,273.698
-230.903,0.988611,0.215957,4,15,0,232.608,0.211861,0.26664,0.003835,293.525
-230.321,0.992681,0.215957,4,23,0,232.063,0.111473,0.27675,0.00340606,333.434
-229.602,0.983768,0.215957,3,15,0,232.186,0.145333,0.285385,0.0047237,329.745
-229.148,0.999265,0.215957,4,15,0,230.006,0.13776,0.268297,0.00356502,319.306
-229.202,0.980927,0.215957,4,15,0,230.562,0.171013,0.263671,0.00380345,315.338
-231.264,0.844819,0.215957,2,7,0,232.895,0.198798,0.269624,0.00369167,296.686
-229.602,0.988248,0.215957,3,11,0,231.332,0.156764,0.267775,0.00353185,326.046
-230.581,0.988202,0.215957,3,15,0,231.791,0.134194,0.264759,0.0027441,294.349
-230.686,0.968926,0.215957,4,31,0,231.575,0.210963,0.268188,0.00430739,320.595
-230.664,0.949195,0.215957,3,7,0,231.694,0.199166,0.26401,0.00382456,319.644
-229.657,0.98915,0.215957,3,11,0,231.667,0.132749,0.271551,0.00365384,308.713
-229.224,0.999973,0.215957,4,15,0,229.887,0.130549,0.269301,0.00361528,336.244
-229.729,0.985365,0.215957,3,15,0,230.348,0.174256,0.258851,0.00381683,323.904
-230.91,0.988647,0.215957,4,15,0,231.712,0.167256,0.246433,0.00302699,317.244
-230.861,0.807848,0.215957,4,27,0,233.425,0.143928,0.25738,0.00268379,327.42
-230.45,0.990917,0.215957,4,31,0,233.965,0.120669,0.26696,0.00288435,314.271
-229.431,0.986929,0.215957,3,7,0,231.597,0.134455,0.273095,0.00359471,309.54
-232.241,0.928623,0.215957,4,15,0,235.22,0.111436,0.255686,0.00259295,368.134
-230.47,0.985142,0.215957,4,15,0,233.335,0.170609,0.255931,0.0027758,282.509
-232.424,0.867691,0.215957,4,15,0,234.35,0.168777,0.244117,0.00217112,307.868
-231.014,0.996227,0.215957,3,15,0,234.742,0.161101,0.257388,0.00314256,273.053
-231.362,0.99116,0.215957,4,15,0,233.691,0.235847,0.261767,0.00450915,311.734
-231.996,0.994969,0.215957,4,15,0,233.033,0.220866,0.265102,0.00384005,257.579
-231.133,0.994418,0.215957,3,7,0,232.737,0.204619,0.261183,0.00348886,262.571
-229.274,0.994562,0.215957,4,15,0,232.187,0.129744,0.271227,0.00351223,329.16
-229.271,0.706189,0.215957,3,7,0,232.167,0.129808,0.268986,0.00354388,332.163
-229.722,0.981678,0.215957,3,15,0,230.909,0.133304,0.273091,0.00337937,307.147
-230.34,0.910162,0.215957,4,15,0,231.807,0.180965,0.274919,0.00401287,311.909
-230.666,0.981886,0.215957,4,23,0,233.47,0.172739,0.26737,0.00389158,275.935
-231.339,0.970032,0.215957,4,15,0,233.57,0.119798,0.257772,0.00252834,311.717
-232.543,0.984542,0.215957,4,31,0,233.665,0.117707,0.253067,0.00302214,385.466
-231.082,0.992235,0.215957,4,31,0,235.936,0.162316,0.248303,0.00306697,339.017
-231.819,0.995158,0.215957,3,7,0,232.07,0.150344,0.245897,0.00293998,350.51
-231.468,0.889909,0.215957,4,15,0,233.458,0.128946,0.282468,0.00406745,295.117
-230.138,0.986188,0.215957,2,3,0,231.935,0.138133,0.282052,0.00399955,302.076
-235.148,0.570223,0.215957,2,7,0,236.871,0.120718,0.278443,0.00418462,292.869
-231.526,0.943126,0.215957,4,19,0,235.791,0.113419,0.281715,0.0046898,370.048
-229.226,1,0.215957,4,15,0,231.518,0.163228,0.263563,0.00348167,302.291
-230.161,0.975631,0.215957,4,15,0,230.584,0.134146,0.257916,0.00326854,341.514
-229.961,0.999735,0.215957,4,15,0,230.716,0.156454,0.260967,0.00301673,285.627
-230.369,0.98465,0.215957,4,19,0,231.288,0.159817,0.260857,0.00392109,360.007
-229.855,0.991451,0.215957,3,7,0,230.727,0.154515,0.26618,0.00392967,357.62
-232.145,0.678929,0.215957,2,3,0,233.216,0.165563,0.269508,0.00372388,361.381
-229.716,0.973251,0.215957,3,15,0,232.804,0.124381,0.274764,0.00422,363.153
-231.073,0.98279,0.215957,2,7,0,232.347,0.107974,0.290655,0.00399234,349.704
-231.11,0.999548,0.215957,4,15,0,231.678,0.141765,0.280831,0.00507111,401.461
-231.411,0.778665,0.215957,4,19,0,236.248,0.217941,0.271275,0.00438202,273.757
-232.98,0.816358,0.215957,4,15,0,235.475,0.173309,0.243879,0.0034742,357.084
-231.206,0.998793,0.215957,4,15,0,234.755,0.124733,0.258731,0.00309363,373.146
-230.427,0.983585,0.215957,4,23,0,232.623,0.105555,0.279686,0.00361664,360.354
-229.484,0.96754,0.215957,4,19,0,231.561,0.164482,0.259878,0.00333325,314.067
-230.487,0.951855,0.215957,3,15,0,231.331,0.137069,0.276959,0.00382852,292.242
-232.275,0.544946,0.215957,3,11,0,236.826,0.196436,0.271184,0.005162,366.158
-233.281,0.928945,0.215957,4,15,0,233.855,0.107281,0.28241,0.0028554,327.525
-230.673,0.980441,0.215957,4,15,0,235.695,0.160766,0.287187,0.00511685,371.087
-230.306,0.990196,0.215957,5,31,0,233.972,0.207128,0.269954,0.00428028,307.752
-231.728,0.992996,0.215957,4,15,0,232.513,0.214448,0.281399,0.00530767,314.92
-232.175,0.928863,0.215957,4,31,0,234.687,0.159671,0.244803,0.00200563,293.496
-231.608,0.861865,0.215957,4,31,0,235.441,0.151054,0.298407,0.00572934,361.855
-233.152,0.889924,0.215957,4,31,0,234.535,0.148411,0.237658,0.0019108,295.142
-232.451,0.958767,0.215957,4,31,0,236.02,0.122121,0.251925,0.00195004,311.349
-232.828,0.987024,0.215957,4,31,0,233.992,0.20172,0.287802,0.00584103,344.169
-232.801,0.706424,0.215957,2,3,0,233.922,0.203994,0.289005,0.00539261,351.048
-235.705,0.982632,0.215957,4,15,0,237.968,0.0766246,0.27423,0.00270223,396.445
-234.255,0.843845,0.215957,4,15,0,239.08,0.156269,0.298938,0.00553593,416.729
-231.396,1,0.215957,3,7,0,234.326,0.134502,0.300976,0.00527956,369.16
-230.444,0.720077,0.215957,4,15,0,235.246,0.183071,0.251528,0.00325381,287.22
-230.705,0.973491,0.215957,4,15,0,231.186,0.176491,0.255525,0.00283294,297.778
-229.628,0.993166,0.215957,4,15,0,231.731,0.136602,0.261234,0.00328149,322.035
-230.763,0.907541,0.215957,5,31,0,231.25,0.172607,0.264615,0.00442124,324.607
-231.025,0.874742,0.215957,3,15,0,232.42,0.148503,0.276707,0.00363824,340.689
-230.958,0.976662,0.215957,2,7,0,232.901,0.13918,0.280803,0.00357279,326.354
-232.022,0.919059,0.215957,2,7,0,233.824,0.138935,0.27731,0.00491615,348.028
-232.964,0.934042,0.215957,2,3,0,233.493,0.154264,0.283958,0.0042406,375.524
-232.861,0.883328,0.215957,2,7,0,234.322,0.134038,0.27626,0.0046289,321.14
-231.353,0.93679,0.215957,3,11,0,235.382,0.210787,0.275183,0.0045701,325.852
-229.751,0.906441,0.215957,4,15,0,233.003,0.133355,0.266452,0.00306326,313.485
-230.736,0.921532,0.215957,3,15,0,231.763,0.129581,0.267952,0.0035357,301.686
-231.969,0.950399,0.215957,4,19,0,232.783,0.197853,0.256224,0.00399109,284.086
-231.274,0.998552,0.215957,4,27,0,232.868,0.126545,0.259796,0.00259978,341.635
-229.94,0.990351,0.215957,4,31,0,231.631,0.185017,0.268517,0.00371865,293.761
-230.312,0.986604,0.215957,3,15,0,233.177,0.126404,0.271044,0.00375223,380.823
-231.715,0.892406,0.215957,3,7,0,236.878,0.123433,0.282683,0.00340073,298.213
-231.805,0.985051,0.215957,3,15,0,237.399,0.11028,0.294209,0.0053731,420.94
-234.305,0.922573,0.215957,3,7,0,234.613,0.0965626,0.29693,0.00562029,474.61
-234.25,0.968573,0.215957,4,15,0,235.551,0.0982731,0.307911,0.00582466,411.831
-235.579,1,0.215957,2,3,0,235.838,0.0953094,0.315828,0.00512058,413.03
-232.064,0.994317,0.215957,4,15,0,237.055,0.115753,0.301762,0.00552019,373.887
-232.049,0.530556,0.215957,2,7,0,236.007,0.118761,0.294529,0.00429531,378.554
-229.918,0.990187,0.215957,4,31,0,235.01,0.143398,0.262725,0.0029063,302.789
-230.372,0.955015,0.215957,4,15,0,231.015,0.144607,0.25827,0.00353565,320.068
-229.669,0.965473,0.215957,3,15,0,231.553,0.132236,0.267215,0.00356049,356.22
-229.669,0.287118,0.215957,2,3,0,238.887,0.132236,0.267215,0.00356049,356.22
-232.575,0.989065,0.215957,4,23,0,234.63,0.102463,0.30779,0.00532198,399.755
-232.406,0.941472,0.215957,4,15,0,235.652,0.127758,0.270238,0.00441899,430.118
-234.242,0.950431,0.215957,3,7,0,235.985,0.0986496,0.26292,0.0036043,442.589
-233.073,0.999755,0.215957,3,7,0,234.498,0.112747,0.267766,0.00359665,432.941
-233.304,0.992544,0.215957,3,7,0,234.528,0.115411,0.260229,0.00367479,428.083
-232.367,0.98032,0.215957,3,7,0,234.033,0.116226,0.26534,0.00395453,420.468
-233.626,0.610977,0.215957,4,19,0,241.139,0.106429,0.255174,0.00223567,375.45
-231.117,0.900844,0.215957,4,31,0,236.843,0.136209,0.291172,0.00442608,358.748
-231.505,0.949881,0.215957,3,7,0,232.817,0.122217,0.291083,0.00466327,320.783
-232.907,0.688544,0.215957,4,19,0,236.688,0.140741,0.261441,0.00299785,265.406
-230.69,0.757524,0.215957,3,7,0,236.763,0.177338,0.267377,0.00328611,278.082
-230.846,0.925214,0.215957,3,7,0,233.245,0.166437,0.253412,0.00354396,305.79
-231.907,0.951088,0.215957,4,19,0,232.781,0.112493,0.27949,0.00405736,321.137
-230.847,1,0.215957,4,15,0,232.529,0.130331,0.274912,0.00341597,354.368
-229.301,0.936511,0.215957,3,15,0,233.28,0.129215,0.268912,0.00363979,340.829
-229.176,0.986985,0.215957,4,15,0,230.311,0.138337,0.281356,0.00428239,329.442
-229.09,0.978169,0.215957,3,15,0,231.414,0.144164,0.267813,0.00359396,313.321
-230.3,0.913107,0.215957,4,31,0,231.493,0.123448,0.285202,0.00450066,393.6
-233.571,0.87729,0.215957,4,23,0,238.178,0.234337,0.240894,0.00275402,250.556
-230.018,0.985904,0.215957,4,23,0,234.811,0.129723,0.283825,0.00441168,379.526
-229.757,0.936359,0.215957,3,15,0,232.007,0.145042,0.264721,0.00391413,329.39
-229.403,0.964274,0.215957,3,7,0,230.408,0.147123,0.264856,0.00383786,344.694
-229.398,0.987844,0.215957,5,31,0,230.737,0.142767,0.284866,0.00471093,342.438
-229.553,0.964675,0.215957,4,15,0,230.293,0.152947,0.259467,0.00356003,330.347
-230.199,0.975619,0.215957,3,15,0,230.783,0.135233,0.259306,0.00321097,351.457
-229.108,0.905981,0.215957,3,15,0,232.039,0.132838,0.273705,0.00381052,326.207
-230.402,0.987001,0.215957,4,15,0,230.889,0.210591,0.26919,0.00449518,297.022
-232.613,0.787247,0.215957,4,15,0,233.939,0.215348,0.262241,0.00417784,351.556
-232.231,0.95049,0.215957,4,15,0,234.514,0.152989,0.261255,0.00301516,260.524
-231.732,0.746253,0.215957,3,15,0,237.062,0.160468,0.263317,0.00262217,269.603
-231.538,0.944355,0.215957,4,31,0,237.023,0.110078,0.259083,0.00288748,358.224
-229.603,0.982368,0.215957,4,15,0,231.834,0.138086,0.267175,0.00321506,324.255
-230.204,0.87248,0.215957,3,15,0,233.016,0.190016,0.272611,0.00462081,339.597
-231.374,0.869714,0.215957,4,15,0,232.516,0.124528,0.261154,0.00280269,295.195
-230.43,0.977656,0.215957,3,15,0,232.066,0.169143,0.259183,0.00392914,311.253
-230.319,0.999619,0.215957,3,11,0,230.878,0.158865,0.265741,0.00330602,326.691
-229.99,0.997362,0.215957,2,7,0,231.262,0.158474,0.261673,0.00327169,328.76
-231.626,0.980629,0.215957,3,15,0,233.106,0.173738,0.244392,0.0022902,281.823
-232.062,0.961202,0.215957,3,15,0,234.527,0.1685,0.255574,0.00233086,265.249
-233.694,0.997373,0.215957,4,15,0,235.691,0.108278,0.248552,0.00238408,368.884
-230.945,0.986758,0.215957,3,7,0,234.535,0.137195,0.2524,0.00313289,343.727
-231.521,0.991702,0.215957,3,7,0,232.838,0.116055,0.26514,0.00249349,327.64
-230.572,0.999717,0.215957,4,15,0,233.134,0.13929,0.255454,0.00261141,297.618
-231.516,0.993501,0.215957,4,15,0,232.289,0.113231,0.262225,0.00262809,352.691
-232.643,0.923598,0.215957,4,15,0,234.134,0.132695,0.246668,0.00246223,301.964
-230.803,0.874757,0.215957,3,7,0,234.526,0.142891,0.26021,0.00271549,280.844
-232.877,0.990925,0.215957,3,15,0,235.783,0.142278,0.243334,0.00178286,307.854
-231.639,0.967965,0.215957,3,15,0,235.806,0.166182,0.26504,0.00335322,260.238
-230.089,0.999393,0.215957,4,15,0,232.619,0.16469,0.266628,0.00440359,340.862
-231.341,0.880292,0.215957,4,15,0,232.568,0.187942,0.265138,0.00368129,261.458
-232.045,0.87746,0.215957,2,3,0,233.142,0.197417,0.262925,0.00383462,259.155
-231.085,0.997273,0.215957,5,31,0,234.458,0.173574,0.290111,0.0049597,328.174
-230.368,0.970093,0.215957,4,15,0,232.092,0.14121,0.255539,0.00324937,322.276
